SEASON,GAME_DATE,GAME_ID,AWAY_TEAM_ABBR,AWAY_TEAM_NAME,HOME_TEAM_ABBR,HOME_TEAM_NAME
2025-26,2025-10-02,0012500008,NYK,New York Knicks,,
2025-26,2025-10-03,0012500001,PHX,Phoenix Suns,LAL,Los Angeles Lakers
2025-26,2025-10-03,0012500009,MEL,Melbourne United,NOP,New Orleans Pelicans
2025-26,2025-10-04,0012500010,PHI,Philadelphia 76ers,,
2025-26,2025-10-04,0012500011,SEM,South East Melbourne Phoenix,NOP,New Orleans Pelicans
2025-26,2025-10-04,0012500026,HAP,Hapoel Jerusalem B.C.,BKN,Brooklyn Nets
2025-26,2025-10-04,0012500027,ORL,Orlando Magic,MIA,Miami Heat
2025-26,2025-10-04,0012500028,MIN,Minnesota Timberwolves,DEN,Denver Nuggets
2025-26,2025-10-05,0012500029,OKC,Oklahoma City Thunder,CHA,Charlotte Hornets
2025-26,2025-10-05,0012500030,LAL,Los Angeles Lakers,GSW,Golden State Warriors
2025-26,2025-10-06,0012500002,MIL,Milwaukee Bucks,MIA,Miami Heat
2025-26,2025-10-06,0012500014,ATL,Atlanta Hawks,HOU,Houston Rockets
2025-26,2025-10-06,0012500031,DET,Detroit Pistons,MEM,Memphis Grizzlies
2025-26,2025-10-06,0012500032,GUA,Guangzhou Loong-Lions,SAS,San Antonio Spurs
2025-26,2025-10-06,0012500033,OKC,Oklahoma City Thunder,DAL,Dallas Mavericks
2025-26,2025-10-06,0012500034,DEN,Denver Nuggets,TOR,Toronto Raptors
2025-26,2025-10-07,0012500035,CHI,Chicago Bulls,CLE,Cleveland Cavaliers
2025-26,2025-10-07,0012500036,IND,Indiana Pacers,MIN,Minnesota Timberwolves
2025-26,2025-10-08,0012500003,SAS,San Antonio Spurs,MIA,Miami Heat
2025-26,2025-10-08,0012500015,POR,Portland Trail Blazers,GSW,Golden State Warriors
2025-26,2025-10-08,0012500016,TOR,Toronto Raptors,SAC,Sacramento Kings
2025-26,2025-10-08,0012500037,UTA,Utah Jazz,HOU,Houston Rockets
2025-26,2025-10-08,0012500038,BOS,Boston Celtics,MEM,Memphis Grizzlies
2025-26,2025-10-09,0012500039,MIN,Minnesota Timberwolves,NYK,New York Knicks
2025-26,2025-10-09,0012500040,CLE,Cleveland Cavaliers,CHI,Chicago Bulls
2025-26,2025-10-09,0012500041,DET,Detroit Pistons,MIL,Milwaukee Bucks
2025-26,2025-10-09,0012500042,CHA,Charlotte Hornets,OKC,Oklahoma City Thunder
2025-26,2025-10-09,0012500043,GUA,Guangzhou Loong-Lions,LAC,LA Clippers
2025-26,2025-10-10,0012500012,PHX,Phoenix Suns,,
2025-26,2025-10-10,0012500017,SAC,Sacramento Kings,POR,Portland Trail Blazers
2025-26,2025-10-10,0012500044,BOS,Boston Celtics,TOR,Toronto Raptors
2025-26,2025-10-10,0012500045,UTA,Utah Jazz,SAS,San Antonio Spurs
2025-26,2025-10-10,0012500070,ORL,Orlando Magic,PHI,Philadelphia 76ers
2025-26,2025-10-11,0012500018,ATL,Atlanta Hawks,MEM,Memphis Grizzlies
2025-26,2025-10-11,0012500046,OKC,Oklahoma City Thunder,IND,Indiana Pacers
2025-26,2025-10-11,0012500047,CHA,Charlotte Hornets,DAL,Dallas Mavericks
2025-26,2025-10-12,0012500004,GSW,Golden State Warriors,LAL,Los Angeles Lakers
2025-26,2025-10-12,0012500013,BKN,Brooklyn Nets,,
2025-26,2025-10-12,0012500048,TOR,Toronto Raptors,WAS,Washington Wizards
2025-26,2025-10-12,0012500049,MIA,Miami Heat,ORL,Orlando Magic
2025-26,2025-10-12,0012500050,CLE,Cleveland Cavaliers,BOS,Boston Celtics
2025-26,2025-10-12,0012500051,MIL,Milwaukee Bucks,CHI,Chicago Bulls
2025-26,2025-10-12,0012500052,DEN,Denver Nuggets,LAC,LA Clippers
2025-26,2025-10-13,0012500019,MIA,Miami Heat,ATL,Atlanta Hawks
2025-26,2025-10-13,0012500053,SAS,San Antonio Spurs,IND,Indiana Pacers
2025-26,2025-10-13,0012500054,WAS,Washington Wizards,NYK,New York Knicks
2025-26,2025-10-13,0012500055,GUA,Guangzhou Loong-Lions,MIN,Minnesota Timberwolves
2025-26,2025-10-13,0012500056,DAL,Dallas Mavericks,UTA,Utah Jazz
2025-26,2025-10-14,0012500020,HOU,Houston Rockets,NOP,New Orleans Pelicans
2025-26,2025-10-14,0012500021,GSW,Golden State Warriors,POR,Portland Trail Blazers
2025-26,2025-10-14,0012500057,DET,Detroit Pistons,CLE,Cleveland Cavaliers
2025-26,2025-10-14,0012500058,OKC,Oklahoma City Thunder,MIL,Milwaukee Bucks
2025-26,2025-10-14,0012500059,CHI,Chicago Bulls,DEN,Denver Nuggets
2025-26,2025-10-14,0012500060,LAL,Los Angeles Lakers,PHX,Phoenix Suns
2025-26,2025-10-15,0012500005,DAL,Dallas Mavericks,LAL,Los Angeles Lakers
2025-26,2025-10-15,0012500022,LAC,LA Clippers,SAC,Sacramento Kings
2025-26,2025-10-15,0012500061,MEM,Memphis Grizzlies,CHA,Charlotte Hornets
2025-26,2025-10-15,0012500062,TOR,Toronto Raptors,BOS,Boston Celtics
2025-26,2025-10-16,0012500023,NOP,New Orleans Pelicans,ORL,Orlando Magic
2025-26,2025-10-16,0012500024,HOU,Houston Rockets,ATL,Atlanta Hawks
2025-26,2025-10-16,0012500025,POR,Portland Trail Blazers,UTA,Utah Jazz
2025-26,2025-10-16,0012500063,WAS,Washington Wizards,DET,Detroit Pistons
2025-26,2025-10-16,0012500064,MIN,Minnesota Timberwolves,CHI,Chicago Bulls
2025-26,2025-10-17,0012500006,MEM,Memphis Grizzlies,MIA,Miami Heat
2025-26,2025-10-17,0012500007,SAC,Sacramento Kings,LAL,Los Angeles Lakers
2025-26,2025-10-17,0012500065,BKN,Brooklyn Nets,TOR,Toronto Raptors
2025-26,2025-10-17,0012500066,CHA,Charlotte Hornets,NYK,New York Knicks
2025-26,2025-10-17,0012500067,DEN,Denver Nuggets,OKC,Oklahoma City Thunder
2025-26,2025-10-17,0012500068,IND,Indiana Pacers,SAS,San Antonio Spurs
2025-26,2025-10-17,0012500069,LAC,LA Clippers,GSW,Golden State Warriors
2025-26,2025-10-17,0012500071,MIN,Minnesota Timberwolves,PHI,Philadelphia 76ers
2025-26,2025-10-21,0022500001,HOU,Houston Rockets,OKC,Oklahoma City Thunder
2025-26,2025-10-21,0022500002,GSW,Golden State Warriors,LAL,Los Angeles Lakers
2025-26,2025-10-22,0022500003,CLE,Cleveland Cavaliers,NYK,New York Knicks
2025-26,2025-10-22,0022500004,SAS,San Antonio Spurs,DAL,Dallas Mavericks
2025-26,2025-10-22,0022500080,BKN,Brooklyn Nets,CHA,Charlotte Hornets
2025-26,2025-10-22,0022500081,MIA,Miami Heat,ORL,Orlando Magic
2025-26,2025-10-22,0022500082,TOR,Toronto Raptors,ATL,Atlanta Hawks
2025-26,2025-10-22,0022500083,PHI,Philadelphia 76ers,BOS,Boston Celtics
2025-26,2025-10-22,0022500084,DET,Detroit Pistons,CHI,Chicago Bulls
2025-26,2025-10-22,0022500085,NOP,New Orleans Pelicans,MEM,Memphis Grizzlies
2025-26,2025-10-22,0022500086,WAS,Washington Wizards,MIL,Milwaukee Bucks
2025-26,2025-10-22,0022500087,LAC,LA Clippers,UTA,Utah Jazz
2025-26,2025-10-22,0022500088,SAC,Sacramento Kings,PHX,Phoenix Suns
2025-26,2025-10-22,0022500089,MIN,Minnesota Timberwolves,POR,Portland Trail Blazers
2025-26,2025-10-23,0022500005,OKC,Oklahoma City Thunder,IND,Indiana Pacers
2025-26,2025-10-23,0022500006,DEN,Denver Nuggets,GSW,Golden State Warriors
2025-26,2025-10-24,0022500018,BOS,Boston Celtics,NYK,New York Knicks
2025-26,2025-10-24,0022500019,MIN,Minnesota Timberwolves,LAL,Los Angeles Lakers
2025-26,2025-10-24,0022500090,ATL,Atlanta Hawks,ORL,Orlando Magic
2025-26,2025-10-24,0022500091,CLE,Cleveland Cavaliers,BKN,Brooklyn Nets
2025-26,2025-10-24,0022500092,MIL,Milwaukee Bucks,TOR,Toronto Raptors
2025-26,2025-10-24,0022500093,DET,Detroit Pistons,HOU,Houston Rockets
2025-26,2025-10-24,0022500094,MIA,Miami Heat,MEM,Memphis Grizzlies
2025-26,2025-10-24,0022500095,SAS,San Antonio Spurs,NOP,New Orleans Pelicans
2025-26,2025-10-24,0022500096,WAS,Washington Wizards,DAL,Dallas Mavericks
2025-26,2025-10-24,0022500097,GSW,Golden State Warriors,POR,Portland Trail Blazers
2025-26,2025-10-24,0022500098,UTA,Utah Jazz,SAC,Sacramento Kings
2025-26,2025-10-24,0022500099,PHX,Phoenix Suns,LAC,LA Clippers
2025-26,2025-10-25,0022500100,CHI,Chicago Bulls,ORL,Orlando Magic
2025-26,2025-10-25,0022500101,OKC,Oklahoma City Thunder,ATL,Atlanta Hawks
2025-26,2025-10-25,0022500102,CHA,Charlotte Hornets,PHI,Philadelphia 76ers
2025-26,2025-10-25,0022500103,IND,Indiana Pacers,MEM,Memphis Grizzlies
2025-26,2025-10-25,0022500104,PHX,Phoenix Suns,DEN,Denver Nuggets
2025-26,2025-10-26,0022500105,BKN,Brooklyn Nets,SAS,San Antonio Spurs
2025-26,2025-10-26,0022500106,BOS,Boston Celtics,DET,Detroit Pistons
2025-26,2025-10-26,0022500107,MIL,Milwaukee Bucks,CLE,Cleveland Cavaliers
2025-26,2025-10-26,0022500108,NYK,New York Knicks,MIA,Miami Heat
2025-26,2025-10-26,0022500109,CHA,Charlotte Hornets,WAS,Washington Wizards
2025-26,2025-10-26,0022500110,IND,Indiana Pacers,MIN,Minnesota Timberwolves
2025-26,2025-10-26,0022500111,TOR,Toronto Raptors,DAL,Dallas Mavericks
2025-26,2025-10-26,0022500112,POR,Portland Trail Blazers,LAC,LA Clippers
2025-26,2025-10-26,0022500113,LAL,Los Angeles Lakers,SAC,Sacramento Kings
2025-26,2025-10-27,0022500007,CLE,Cleveland Cavaliers,DET,Detroit Pistons
2025-26,2025-10-27,0022500008,DEN,Denver Nuggets,MIN,Minnesota Timberwolves
2025-26,2025-10-27,0022500114,ORL,Orlando Magic,PHI,Philadelphia 76ers
2025-26,2025-10-27,0022500115,ATL,Atlanta Hawks,CHI,Chicago Bulls
2025-26,2025-10-27,0022500116,BKN,Brooklyn Nets,HOU,Houston Rockets
2025-26,2025-10-27,0022500117,BOS,Boston Celtics,NOP,New Orleans Pelicans
2025-26,2025-10-27,0022500118,TOR,Toronto Raptors,SAS,San Antonio Spurs
2025-26,2025-10-27,0022500119,OKC,Oklahoma City Thunder,DAL,Dallas Mavericks
2025-26,2025-10-27,0022500120,PHX,Phoenix Suns,UTA,Utah Jazz
2025-26,2025-10-27,0022500121,MEM,Memphis Grizzlies,GSW,Golden State Warriors
2025-26,2025-10-27,0022500122,POR,Portland Trail Blazers,LAL,Los Angeles Lakers
2025-26,2025-10-28,0022500123,PHI,Philadelphia 76ers,WAS,Washington Wizards
2025-26,2025-10-28,0022500124,CHA,Charlotte Hornets,MIA,Miami Heat
2025-26,2025-10-28,0022500125,NYK,New York Knicks,MIL,Milwaukee Bucks
2025-26,2025-10-28,0022500126,SAC,Sacramento Kings,OKC,Oklahoma City Thunder
2025-26,2025-10-28,0022500127,LAC,LA Clippers,GSW,Golden State Warriors
2025-26,2025-10-29,0022500128,CLE,Cleveland Cavaliers,BOS,Boston Celtics
2025-26,2025-10-29,0022500129,ORL,Orlando Magic,DET,Detroit Pistons
2025-26,2025-10-29,0022500130,ATL,Atlanta Hawks,BKN,Brooklyn Nets
2025-26,2025-10-29,0022500131,HOU,Houston Rockets,TOR,Toronto Raptors
2025-26,2025-10-29,0022500132,SAC,Sacramento Kings,CHI,Chicago Bulls
2025-26,2025-10-29,0022500133,IND,Indiana Pacers,DAL,Dallas Mavericks
2025-26,2025-10-29,0022500134,NOP,New Orleans Pelicans,DEN,Denver Nuggets
2025-26,2025-10-29,0022500135,POR,Portland Trail Blazers,UTA,Utah Jazz
2025-26,2025-10-29,0022500136,LAL,Los Angeles Lakers,MIN,Minnesota Timberwolves
2025-26,2025-10-29,0022500137,MEM,Memphis Grizzlies,PHX,Phoenix Suns
2025-26,2025-10-30,0022500138,ORL,Orlando Magic,CHA,Charlotte Hornets
2025-26,2025-10-30,0022500139,GSW,Golden State Warriors,MIL,Milwaukee Bucks
2025-26,2025-10-30,0022500140,WAS,Washington Wizards,OKC,Oklahoma City Thunder
2025-26,2025-10-30,0022500141,MIA,Miami Heat,SAS,San Antonio Spurs
2025-26,2025-10-31,0022500020,ATL,Atlanta Hawks,IND,Indiana Pacers
2025-26,2025-10-31,0022500021,BOS,Boston Celtics,PHI,Philadelphia 76ers
2025-26,2025-10-31,0022500022,TOR,Toronto Raptors,CLE,Cleveland Cavaliers
2025-26,2025-10-31,0022500023,NYK,New York Knicks,CHI,Chicago Bulls
2025-26,2025-10-31,0022500024,LAL,Los Angeles Lakers,MEM,Memphis Grizzlies
2025-26,2025-10-31,0022500025,UTA,Utah Jazz,PHX,Phoenix Suns
2025-26,2025-10-31,0022500026,DEN,Denver Nuggets,POR,Portland Trail Blazers
2025-26,2025-10-31,0022500027,NOP,New Orleans Pelicans,LAC,LA Clippers
2025-26,2025-11-01,0022500142,SAC,Sacramento Kings,MIL,Milwaukee Bucks
2025-26,2025-11-01,0022500143,MIN,Minnesota Timberwolves,CHA,Charlotte Hornets
2025-26,2025-11-01,0022500144,GSW,Golden State Warriors,IND,Indiana Pacers
2025-26,2025-11-01,0022500145,ORL,Orlando Magic,WAS,Washington Wizards
2025-26,2025-11-01,0022500146,HOU,Houston Rockets,BOS,Boston Celtics
2025-26,2025-11-01,0022500147,DET,Detroit Pistons,,
2025-26,2025-11-02,0022500148,NOP,New Orleans Pelicans,OKC,Oklahoma City Thunder
2025-26,2025-11-02,0022500149,PHI,Philadelphia 76ers,BKN,Brooklyn Nets
2025-26,2025-11-02,0022500150,UTA,Utah Jazz,CHA,Charlotte Hornets
2025-26,2025-11-02,0022500151,ATL,Atlanta Hawks,CLE,Cleveland Cavaliers
2025-26,2025-11-02,0022500152,MEM,Memphis Grizzlies,TOR,Toronto Raptors
2025-26,2025-11-02,0022500153,CHI,Chicago Bulls,NYK,New York Knicks
2025-26,2025-11-02,0022500154,SAS,San Antonio Spurs,PHX,Phoenix Suns
2025-26,2025-11-02,0022500155,MIA,Miami Heat,LAL,Los Angeles Lakers
2025-26,2025-11-03,0022500156,MIN,Minnesota Timberwolves,BKN,Brooklyn Nets
2025-26,2025-11-03,0022500157,MIL,Milwaukee Bucks,IND,Indiana Pacers
2025-26,2025-11-03,0022500158,UTA,Utah Jazz,BOS,Boston Celtics
2025-26,2025-11-03,0022500159,WAS,Washington Wizards,NYK,New York Knicks
2025-26,2025-11-03,0022500160,DAL,Dallas Mavericks,HOU,Houston Rockets
2025-26,2025-11-03,0022500161,DET,Detroit Pistons,MEM,Memphis Grizzlies
2025-26,2025-11-03,0022500162,SAC,Sacramento Kings,DEN,Denver Nuggets
2025-26,2025-11-03,0022500163,LAL,Los Angeles Lakers,POR,Portland Trail Blazers
2025-26,2025-11-03,0022500164,MIA,Miami Heat,LAC,LA Clippers
2025-26,2025-11-04,0022500165,MIL,Milwaukee Bucks,TOR,Toronto Raptors
2025-26,2025-11-04,0022500166,ORL,Orlando Magic,ATL,Atlanta Hawks
2025-26,2025-11-04,0022500167,PHI,Philadelphia 76ers,CHI,Chicago Bulls
2025-26,2025-11-04,0022500168,CHA,Charlotte Hornets,NOP,New Orleans Pelicans
2025-26,2025-11-04,0022500169,PHX,Phoenix Suns,GSW,Golden State Warriors
2025-26,2025-11-04,0022500170,OKC,Oklahoma City Thunder,LAC,LA Clippers
2025-26,2025-11-05,0022500171,PHI,Philadelphia 76ers,CLE,Cleveland Cavaliers
2025-26,2025-11-05,0022500172,UTA,Utah Jazz,DET,Detroit Pistons
2025-26,2025-11-05,0022500173,BKN,Brooklyn Nets,IND,Indiana Pacers
2025-26,2025-11-05,0022500174,WAS,Washington Wizards,BOS,Boston Celtics
2025-26,2025-11-05,0022500175,MIN,Minnesota Timberwolves,NYK,New York Knicks
2025-26,2025-11-05,0022500176,HOU,Houston Rockets,MEM,Memphis Grizzlies
2025-26,2025-11-05,0022500177,NOP,New Orleans Pelicans,DAL,Dallas Mavericks
2025-26,2025-11-05,0022500178,MIA,Miami Heat,DEN,Denver Nuggets
2025-26,2025-11-05,0022500179,SAS,San Antonio Spurs,LAL,Los Angeles Lakers
2025-26,2025-11-05,0022500180,OKC,Oklahoma City Thunder,POR,Portland Trail Blazers
2025-26,2025-11-05,0022500181,GSW,Golden State Warriors,SAC,Sacramento Kings
2025-26,2025-11-06,0022500182,LAC,LA Clippers,PHX,Phoenix Suns
2025-26,2025-11-07,0022500028,BOS,Boston Celtics,ORL,Orlando Magic
2025-26,2025-11-07,0022500029,CLE,Cleveland Cavaliers,WAS,Washington Wizards
2025-26,2025-11-07,0022500030,TOR,Toronto Raptors,ATL,Atlanta Hawks
2025-26,2025-11-07,0022500031,DET,Detroit Pistons,BKN,Brooklyn Nets
2025-26,2025-11-07,0022500032,HOU,Houston Rockets,SAS,San Antonio Spurs
2025-26,2025-11-07,0022500033,CHA,Charlotte Hornets,MIA,Miami Heat
2025-26,2025-11-07,0022500034,DAL,Dallas Mavericks,MEM,Memphis Grizzlies
2025-26,2025-11-07,0022500035,CHI,Chicago Bulls,MIL,Milwaukee Bucks
2025-26,2025-11-07,0022500036,UTA,Utah Jazz,MIN,Minnesota Timberwolves
2025-26,2025-11-07,0022500037,GSW,Golden State Warriors,DEN,Denver Nuggets
2025-26,2025-11-07,0022500038,OKC,Oklahoma City Thunder,SAC,Sacramento Kings
2025-26,2025-11-08,0022500183,DAL,Dallas Mavericks,WAS,Washington Wizards
2025-26,2025-11-08,0022500184,TOR,Toronto Raptors,PHI,Philadelphia 76ers
2025-26,2025-11-08,0022500185,LAL,Los Angeles Lakers,ATL,Atlanta Hawks
2025-26,2025-11-08,0022500186,CHI,Chicago Bulls,CLE,Cleveland Cavaliers
2025-26,2025-11-08,0022500187,POR,Portland Trail Blazers,MIA,Miami Heat
2025-26,2025-11-08,0022500188,NOP,New Orleans Pelicans,SAS,San Antonio Spurs
2025-26,2025-11-08,0022500189,IND,Indiana Pacers,DEN,Denver Nuggets
2025-26,2025-11-08,0022500190,PHX,Phoenix Suns,LAC,LA Clippers
2025-26,2025-11-09,0022500191,HOU,Houston Rockets,MIL,Milwaukee Bucks
2025-26,2025-11-09,0022500192,BKN,Brooklyn Nets,NYK,New York Knicks
2025-26,2025-11-09,0022500193,BOS,Boston Celtics,ORL,Orlando Magic
2025-26,2025-11-09,0022500194,OKC,Oklahoma City Thunder,MEM,Memphis Grizzlies
2025-26,2025-11-09,0022500195,DET,Detroit Pistons,PHI,Philadelphia 76ers
2025-26,2025-11-09,0022500196,IND,Indiana Pacers,GSW,Golden State Warriors
2025-26,2025-11-09,0022500197,MIN,Minnesota Timberwolves,SAC,Sacramento Kings
2025-26,2025-11-10,0022500198,LAL,Los Angeles Lakers,CHA,Charlotte Hornets
2025-26,2025-11-10,0022500199,WAS,Washington Wizards,DET,Detroit Pistons
2025-26,2025-11-10,0022500200,POR,Portland Trail Blazers,ORL,Orlando Magic
2025-26,2025-11-10,0022500201,CLE,Cleveland Cavaliers,MIA,Miami Heat
2025-26,2025-11-10,0022500202,SAS,San Antonio Spurs,CHI,Chicago Bulls
2025-26,2025-11-10,0022500203,MIL,Milwaukee Bucks,DAL,Dallas Mavericks
2025-26,2025-11-10,0022500204,NOP,New Orleans Pelicans,PHX,Phoenix Suns
2025-26,2025-11-10,0022500205,MIN,Minnesota Timberwolves,UTA,Utah Jazz
2025-26,2025-11-10,0022500206,ATL,Atlanta Hawks,LAC,LA Clippers
2025-26,2025-11-11,0022500207,TOR,Toronto Raptors,BKN,Brooklyn Nets
2025-26,2025-11-11,0022500208,MEM,Memphis Grizzlies,NYK,New York Knicks
2025-26,2025-11-11,0022500209,BOS,Boston Celtics,PHI,Philadelphia 76ers
2025-26,2025-11-11,0022500210,GSW,Golden State Warriors,OKC,Oklahoma City Thunder
2025-26,2025-11-11,0022500211,IND,Indiana Pacers,UTA,Utah Jazz
2025-26,2025-11-11,0022500212,DEN,Denver Nuggets,SAC,Sacramento Kings
2025-26,2025-11-12,0022500213,MIL,Milwaukee Bucks,CHA,Charlotte Hornets
2025-26,2025-11-12,0022500214,CHI,Chicago Bulls,DET,Detroit Pistons
2025-26,2025-11-12,0022500215,ORL,Orlando Magic,NYK,New York Knicks
2025-26,2025-11-12,0022500216,MEM,Memphis Grizzlies,BOS,Boston Celtics
2025-26,2025-11-12,0022500217,CLE,Cleveland Cavaliers,MIA,Miami Heat
2025-26,2025-11-12,0022500218,WAS,Washington Wizards,HOU,Houston Rockets
2025-26,2025-11-12,0022500219,POR,Portland Trail Blazers,NOP,New Orleans Pelicans
2025-26,2025-11-12,0022500220,GSW,Golden State Warriors,SAS,San Antonio Spurs
2025-26,2025-11-12,0022500221,PHX,Phoenix Suns,DAL,Dallas Mavericks
2025-26,2025-11-12,0022500222,LAL,Los Angeles Lakers,OKC,Oklahoma City Thunder
2025-26,2025-11-12,0022500223,ATL,Atlanta Hawks,SAC,Sacramento Kings
2025-26,2025-11-12,0022500224,DEN,Denver Nuggets,LAC,LA Clippers
2025-26,2025-11-13,0022500225,TOR,Toronto Raptors,CLE,Cleveland Cavaliers
2025-26,2025-11-13,0022500226,IND,Indiana Pacers,PHX,Phoenix Suns
2025-26,2025-11-13,0022500227,ATL,Atlanta Hawks,UTA,Utah Jazz
2025-26,2025-11-14,0022500039,MIA,Miami Heat,NYK,New York Knicks
2025-26,2025-11-14,0022500040,BKN,Brooklyn Nets,ORL,Orlando Magic
2025-26,2025-11-14,0022500041,PHI,Philadelphia 76ers,DET,Detroit Pistons
2025-26,2025-11-14,0022500042,POR,Portland Trail Blazers,HOU,Houston Rockets
2025-26,2025-11-14,0022500043,CHA,Charlotte Hornets,MIL,Milwaukee Bucks
2025-26,2025-11-14,0022500044,SAC,Sacramento Kings,MIN,Minnesota Timberwolves
2025-26,2025-11-14,0022500045,LAL,Los Angeles Lakers,NOP,New Orleans Pelicans
2025-26,2025-11-14,0022500046,LAC,LA Clippers,DAL,Dallas Mavericks
2025-26,2025-11-14,0022500047,GSW,Golden State Warriors,SAS,San Antonio Spurs
2025-26,2025-11-15,0022500228,MEM,Memphis Grizzlies,CLE,Cleveland Cavaliers
2025-26,2025-11-15,0022500229,OKC,Oklahoma City Thunder,CHA,Charlotte Hornets
2025-26,2025-11-15,0022500230,TOR,Toronto Raptors,IND,Indiana Pacers
2025-26,2025-11-15,0022500231,LAL,Los Angeles Lakers,MIL,Milwaukee Bucks
2025-26,2025-11-15,0022500232,DEN,Denver Nuggets,MIN,Minnesota Timberwolves
2025-26,2025-11-16,0022500233,LAC,LA Clippers,BOS,Boston Celtics
2025-26,2025-11-16,0022500234,SAC,Sacramento Kings,SAS,San Antonio Spurs
2025-26,2025-11-16,0022500235,BKN,Brooklyn Nets,WAS,Washington Wizards
2025-26,2025-11-16,0022500236,ORL,Orlando Magic,HOU,Houston Rockets
2025-26,2025-11-16,0022500237,GSW,Golden State Warriors,NOP,New Orleans Pelicans
2025-26,2025-11-16,0022500238,POR,Portland Trail Blazers,DAL,Dallas Mavericks
2025-26,2025-11-16,0022500239,ATL,Atlanta Hawks,PHX,Phoenix Suns
2025-26,2025-11-16,0022500240,CHI,Chicago Bulls,UTA,Utah Jazz
2025-26,2025-11-17,0022500241,MIL,Milwaukee Bucks,CLE,Cleveland Cavaliers
2025-26,2025-11-17,0022500242,IND,Indiana Pacers,DET,Detroit Pistons
2025-26,2025-11-17,0022500243,LAC,LA Clippers,PHI,Philadelphia 76ers
2025-26,2025-11-17,0022500244,NYK,New York Knicks,MIA,Miami Heat
2025-26,2025-11-17,0022500245,CHA,Charlotte Hornets,TOR,Toronto Raptors
2025-26,2025-11-17,0022500246,DAL,Dallas Mavericks,MIN,Minnesota Timberwolves
